"card_no","sex","major","access_no"
"184027","女","18连锁经营","16759461"
"184028","女","18连锁经营","324358"
"184029","女","18连锁经营","1044374"
"184030","女","18连锁经营","11456916"
"184031","女","18连锁经营","812198"
"184032","女","18连锁经营","17024005"
"184033","女","18连锁经营","16856341"
"184034","女","18连锁经营","12218004"
"184035","女","18连锁经营","17860101"
"184036","女","18连锁经营","17308437"
"184037","女","18连锁经营","261158"
"184038","女","18连锁经营","16710341"
"184039","女","18连锁经营","17006709"
"184040","女","18连锁经营","17561109"
"184041","女","18连锁经营","11501572"
"184042","女","18连锁经营","17627189"
"184043","女","18连锁经营","17436149"
"184044","女","18连锁经营","16708069"
"184045","男","18市场营销","265254"
"184046","男","18市场营销","16862501"
"184047","男","18市场营销","962454"
"184048","男","18市场营销","952070"
"184049","男","18市场营销","1021670"
"184050","男","18市场营销","7808598"
"184051","男","18市场营销","16760053"
"184052","男","18市场营销","17117989"
"184053","女","18市场营销","16913141"
"184054","女","18市场营销","17252853"
"184055","女","18市场营销","16859861"
"184056","女","18市场营销","17458197"
"184057","女","18市场营销","17846309"
"184058","女","18市场营销","16734309"
"184059","女","18市场营销","17762373"
"184060","女","18市场营销","236806"
"184061","女","18市场营销","741510"
"184062","女","18市场营销","165158"
"184063","男","18电气自动化","1133078"
"184064","男","18电气自动化","1435078"
"184065","男","18电气自动化","322310"
"184066","男","18电气自动化","849702"
"184067","男","18电气自动化","1319766"
"184068","男","18电气自动化","414502"
"184069","男","18电气自动化","16839541"
"184070","男","18电气自动化","858438"
"184071","男","18电气自动化","17605989"
"184072","男","18电气自动化","17949205"
"184073","男","18电气自动化","317606"
"184074","男","18电气自动化","501734"
"184075","男","18电气自动化","359030"
"184076","男","18电气自动化","423622"
"184077","男","18电气自动化","948550"
"184078","男","18电气自动化","1029414"
"184079","男","18电气自动化","157430"
"184080","男","18电气自动化","1323238"
"184081","男","18电气自动化","559046"
"184082","女","18电气自动化","17733973"
"184083","男","18工业机器人","17262901"
"184084","男","18工业机器人","1020390"
"184085","男","18工业机器人","16633861"
"184086","男","18工业机器人","17343221"
"184087","男","18工业机器人","17708197"
"184088","男","18工业机器人","17026821"
"184089","男","18工业机器人","17061445"
"184090","男","18工业机器人","17710133"
"184091","男","18工业机器人","7342438"
"184092","男","18工业机器人","17627205"
"184093","男","18工业机器人","16944213"
"184094","男","18工业机器人","17821941"
"184095","男","18工业机器人","17147829"
"184096","男","18工业机器人","16726613"
"184097","男","18工业机器人","17459269"
"184098","男","18工业机器人","17005525"
"184099","男","18工业机器人","17258037"
"184100","男","18工业机器人","16764885"
"184101","男","18工业机器人","17101765"
"184102","女","18工业机器人","17550901"
"184103","男","18汽车检测","19745749"
"184104","男","18汽车检测","16806869"
"184105","男","18汽车检测","16857301"
"184106","男","18汽车检测","17303253"
"184107","男","18汽车检测","819062"
"184108","男","18工程造价","925366"
"184109","男","18工程造价","805238"
"184110","男","18工程造价","16959653"
"184111","男","18工程造价","17609653"
"184112","男","18工程造价","663254"
"184113","男","18工程造价","526406"
"184114","男","18工程造价","17301413"
"184115","男","18工程造价","16735333"
"184116","男","18工程造价","806230"
"184117","男","18工程造价","17914149"
"184118","男","18工程造价","17462021"
"184119","男","18工程造价","240182"
"184120","男","18工程造价","1243078"
"184121","男","18工程造价","735302"
"184122","男","18工程造价","458326"
"184123","男","18工程造价","17323541"
"184124","男","18工程造价","1003478"
"184125","男","18工程造价","17523957"
"184126","男","18工程造价","17811717"
"184127","男","18工程造价","17164869"
"184128","男","18工程造价","17132997"
"184129","男","18工程造价","16622005"
"184130","男","18工程造价","1417366"
"184131","女","18工程造价","819686"
"184132","女","18工程造价","17335077"
"184133","女","18工程造价","17349141"
"184134","女","18工程造价","17931525"
"184135","女","18工程造价","17801237"
"184136","女","18工程造价","1452774"
"184137","女","18工程造价","806630"
"184138","女","18工程造价","857958"
"184139","女","18工程造价","1120934"
"184140","女","18工程造价","17653317"
"184141","女","18工程造价","16901621"
"184142","女","18工程造价","17106069"
"184143","女","18工程造价","17459157"
"184144","女","18工程造价","12107220"
"184145","女","18工程造价","600342"
"184146","女","18工程造价","17130261"
"184147","女","18工程造价","17906453"
"184148","男","18社会工作","11417428"
"184149","男","18社会工作","16856437"
"184150","男","18社会工作","17943269"
"184151","女","18社会工作","16745797"
"184152","女","18社会工作","17413813"
"184153","女","18社会工作","17244757"
"184154","女","18社会工作","17108197"
"184155","女","18社会工作","12123860"
"184156","女","18社会工作","17803941"
"184157","女","18社会工作","16860405"
"184158","女","18社会工作","16839637"
"184159","女","18社会工作","16640789"
"184160","女","18社会工作","519798"
"184161","男","18国际商务","319878"
"184162","男","18国际商务","17634965"
"184163","男","18国际商务","17444949"
"184164","男","18国际商务","16916885"
"184165","男","18国际商务","17640165"
"184166","男","18国际商务","359574"
"184167","男","18国际商务","950406"
"184168","男","18国际商务","1051718"
"184169","男","18国际商务","17041861"
"184170","男","18国际商务","17045813"
"184171","男","18国际商务","17243237"
"184172","男","18国际商务","11502308"
"184173","女","18国际商务","17760949"
"184174","女","18国际商务","16832245"
"184175","女","18国际商务","20844902"
"184176","女","18国际商务","8232821"
"184177","女","18国际商务","1100774"
"184178","女","18国际商务","444982"
"184179","女","18国际商务","622358"
"184180","女","18国际商务","17624245"
"184181","女","18国际商务","17102709"
"184182","女","18国际商务","17630853"
"184183","女","18国际商务","17715717"
"184184","女","18国际商务","17957317"
"184185","女","18国际商务","17707013"
"184186","女","18国际商务","17638197"
"184187","女","18国际商务","17061653"
"184188","女","18国际商务","17727397"
"184189","女","18国际商务","925734"
"184190","女","18国际商务","17234997"
"184191","女","18国际商务","17527541"
"184192","女","18国际商务","17132773"
"184193","女","18国际商务","17924597"
"184194","女","18国际商务","17222597"
"184195","女","18国际商务","18963173"
"184196","男","18国贸实务","17739013"
"184197","男","18国贸实务","17633461"
"184198","男","18国贸实务","736998"
"184199","男","18国贸实务","529814"
"184200","男","18国贸实务","18846069"
"184201","男","18国贸实务","10133830"
"184202","男","18国贸实务","729670"
"184203","女","18国贸实务","17305973"
"184204","女","18国贸实务","11623300"
"184205","女","18国贸实务","1255462"
"184206","女","18国贸实务","11411044"
"184207","女","18国贸实务","645366"
"184208","女","18国贸实务","203750"
"184209","女","18国贸实务","1115062"
"184210","女","18国贸实务","530918"
"184211","女","18国贸实务","16800917"
"184212","女","18国贸实务","118022"
"184213","女","18国贸实务","1107142"
"184214","女","18国贸实务","17656213"
"184215","女","18国贸实务","1135110"
"184216","女","18国贸实务","16911317"
"184217","女","18国贸实务","11410820"
"184218","女","18国贸实务","16734149"
"184219","女","18国贸实务","743302"
"184220","女","18国贸实务","445046"
"184221","女","18国贸实务","1237846"
"184222","女","18国贸实务","439286"
"184223","女","18国贸实务","17042101"
"184224","女","18国贸实务","17253509"
"184225","男","18商务日语","17446821"
"184226","男","18商务日语","17511205"
"184227","女","18商务日语","17404229"
"184228","女","18商务日语","11625860"
"184229","女","18商务日语","838598"
"184230","女","18商务日语","248534"
"184231","男","18商务英语","17556949"
"184232","女","18商务英语","1114694"
"184233","女","18商务英语","17261045"
"184234","女","18商务英语","17008565"
"184235","女","18商务英语","17248293"
"184236","女","18商务英语","17460133"
"184237","女","18商务英语","1328678"
"184238","女","18商务英语","164646"
"184239","女","18商务英语","17431685"
"184240","女","18商务英语","17621141"
"184241","女","18商务英语","17919205"
"184242","女","18商务英语","1012630"
"184243","女","18商务英语","1015430"
"184244","女","18商务英语","238582"
"184245","女","18商务英语","440246"
"184246","女","18商务英语","1303206"
"184247","女","18商务英语","1164486"
"184248","女","18商务英语","423078"
"184249","男","18计算机网络","16626181"
"184250","男","18计算机网络","14415008"
"184251","男","18计算机网络","1234806"
"184252","男","18计算机网络","614886"
"184253","男","18计算机网络","20739797"
"184254","男","18计算机网络","733526"
"184255","男","18计算机网络","660662"
"184256","男","18计算机网络","532982"
"184257","男","18计算机网络","341510"
"184258","男","18计算机网络","17530565"
"184259","男","18计算机网络","1442838"
"184260","男","18计算机网络","812054"
"184261","男","18计算机网络","620214"
"184262","男","18计算机网络","137734"
"184263","男","18计算机网络","828806"
"184264","女","18计算机网络","1231478"
"184265","女","18计算机网络","1014854"
"184266","女","18计算机网络","1249702"
"184267","女","18计算机网络","16940293"
"184268","女","18计算机网络","17150213"
"184269","男","18计算机应用","16864565"
"184270","男","18计算机应用","17712725"
"184271","男","18计算机应用","17832901"
"184272","男","18计算机应用","607574"
"184273","男","18计算机应用","516774"
"184274","男","18计算机应用","1135734"
"184275","男","18计算机应用","11457668"
"184276","男","18计算机应用","1126982"
"184277","男","18计算机应用","930166"
"184278","男","18计算机应用","901830"
"184279","男","18计算机应用","1137782"
"184280","女","18计算机应用","1226438"
"184281","女","18计算机应用","8444994"
"184282","女","18计算机应用","23305586"
"184283","女","18计算机应用","17401490"
"184284","男","18嵌入式技术","5061440"
"184285","男","18嵌入式技术","12346496"
"184286","男","18嵌入式技术","5644192"
"184287","男","18嵌入式技术","654688"
"184288","男","18嵌入式技术","16212560"
"184289","男","18嵌入式技术","13253760"
"184290","女","18嵌入式技术","5747554"
"184291","女","18嵌入式技术","17325282"
"184292","女","18嵌入式技术","409888"
"184293","女","18嵌入式技术","13647520"
"184294","男","18软件技术","10637536"
"184295","男","18软件技术","22419906"
"184296","男","18软件技术","18649920"
"184297","男","18软件技术","15826880"
"184298","男","18软件技术","23811792"
"184299","男","18软件技术","22412912"
"184300","男","18软件技术","6725872"
"184301","男","18软件技术","3011730"
"184302","男","18软件技术","5363488"
"184303","男","18软件技术","9245568"
"184304","男","18软件技术","5730146"
"184305","男","18软件技术","7134048"
"184306","男","18软件技术","20820930"
"184307","男","18软件技术","1835266"
"184308","男","18软件技术","17609170"
"184309","女","18软件技术","22132194"
"184310","女","18软件技术","20916546"
"184311","女","18软件技术","16244706"
"184312","女","18软件技术","19416546"
"184313","男","18宝玉石鉴定","12520898"
"184314","男","18宝玉石鉴定","8522434"
"184315","男","18宝玉石鉴定","11836002"
"184316","男","18宝玉石鉴定","25434466"
